"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","DR","Frame Counter","Timestamp Aquisição (ms)"
"26","2026-06-06 06:58:48","17.59","55.5","952.48","3540","","-22.817996978759766","-47.07227325439453","597.5","-107","-7.800000190734863","0","11867","1780739928569"
"27","2026-06-06 06:58:58","17.57","55.5","952.78","3580","","-22.81795310974121","-47.0723762512207","596.5","-106","-3.799999952316284","0","11868","1780739938563"
"28","2026-06-06 06:59:08","17.55","55.5","952.4200000000001","3540","","-22.81789207458496","-47.07243728637695","600.2","-106","-5","0","11869","1780739948567"
"29","2026-06-06 06:59:18","17.53","55.5","952.5600000000001","3540","","-22.817811965942383","-47.07246780395508","601.7","-107","-11.5","0","11870","1780739958565"
"30","2026-06-06 06:59:28","17.51","55.5","952.6","3540","","-22.8177433013916","-47.07250213623047","603.5","-107","-12.300000190734863","0","11871","1780739968571"
"31","2026-06-06 06:59:38","17.48","56","952.64","3560","","-22.817644119262695","-47.07251739501953","606.5","-107","-9.300000190734863","0","11872","1780739978565"
"32","2026-06-06 06:59:48","17.46","56","952.58","3540","","-22.817522048950195","-47.07254409790039","604.2","-107","-10.300000190734863","0","11873","1780739988558"
"33","2026-06-06 07:00:08","17.43","56","952.58","3520","","-22.817302703857422","-47.07253646850586","609.7","-108","-11.5","0","11875","1780740008564"
"34","2026-06-06 07:00:28","17.39","56.5","952.72","3520","","-22.81709861755371","-47.07253646850586","610.7","-108","-13.800000190734863","0","11877","1780740028571"
"35","2026-06-06 07:00:38","17.37","56.5","952.76","3520","","-22.816993713378906","-47.07254409790039","610.5","-108","-14","0","11878","1780740038579"
"36","2026-06-06 07:00:48","17.35","56.5","953.34","3560","","-22.816883087158203","-47.07255172729492","608.9","-108","-14.800000190734863","0","11879","1780740048571"
"37","2026-06-06 07:00:58","17.34","56.5","952.9200000000001","3520","","-22.816781997680664","-47.072547912597656","611","-107","-10.300000190734863","0","11880","1780740058567"
"38","2026-06-06 07:01:18","17.31","56.5","952.82","3520","","-22.816543579101562","-47.07258224487305","606.7","-108","-13","0","11882","1780740078570"
"39","2026-06-06 07:01:28","17.29","56.5","952.88","3540","","-22.816436767578125","-47.072547912597656","607","-106","-6.5","0","11883","1780740088541"
"40","2026-06-06 07:01:38","17.28","56.5","952.9","3540","","-22.816314697265625","-47.07255935668945","604.7","-107","-5","0","11884","1780740098571"
"41","2026-06-06 07:01:48","17.26","57","952.98","3540","","-22.81619644165039","-47.07257080078125","603.5","-104","-1","0","11885","1780740108571"
"42","2026-06-06 07:01:58","17.25","57","952.96","3540","","-22.816097259521484","-47.07257080078125","604.5","-106","-12.800000190734863","0","11886","1780740118560"
"43","2026-06-06 07:02:08","17.24","57","953.2","3500","","-22.815998077392578","-47.07257080078125","607.2","-107","-11.5","0","11887","1780740128564"
"44","2026-06-06 07:02:18","17.22","57","953.0600000000001","3500","","-22.815874099731445","-47.072540283203125","603.5","-106","-8","0","11888","1780740138538"
"45","2026-06-06 07:02:28","17.2","57","953","3480","","-22.8157901763916","-47.072505950927734","606.5","-107","-13.300000190734863","0","11889","1780740148563"
"46","2026-06-06 07:02:38","17.19","57","953.04","3480","","-22.815683364868164","-47.07248306274414","607.5","-108","-19.299999237060547","0","11890","1780740158570"
"47","2026-06-06 07:02:48","17.17","57","953.1","3520","","-22.815576553344727","-47.07246017456055","606.2","-106","-5.300000190734863","0","11891","1780740168565"
"48","2026-06-06 07:03:08","17.15","57","953.3000000000001","3460","","-22.81537437438965","-47.072410583496094","602.9","-107","-13.300000190734863","0","11893","1780740188564"
"49","2026-06-06 07:03:18","17.13","57.5","953.1800000000001","3500","","-22.81527328491211","-47.0723762512207","600.7","-107","-8","0","11894","1780740198529"
"50","2026-06-06 07:03:28","17.12","57","953.16","3500","","-22.81517791748047","-47.07233810424805","601.2","-105","-10.300000190734863","0","11895","1780740208563"
"51","2026-06-06 07:03:38","17.11","57","953.2","3460","","-22.815080642700195","-47.07229995727539","598.7","-106","-6","0","11896","1780740218561"
"52","2026-06-06 07:03:48","17.1","57.5","953.4200000000001","3460","","-22.81499671936035","-47.072227478027344","599.5","-106","-5.800000190734863","0","11897","1780740228568"
"53","2026-06-06 07:03:58","17.08","57.5","953.22","3500","","-22.814910888671875","-47.07217025756836","596","-108","-15.800000190734863","0","11898","1780740238571"
"54","2026-06-06 07:04:08","17.06","57.5","953.3000000000001","3460","","-22.814821243286133","-47.07211685180664","593.5","-107","-10","0","11899","1780740248562"
"55","2026-06-06 07:04:18","17.05","57.5","953.54","3500","","-22.814754486083984","-47.072059631347656","594.5","-107","-12","0","11900","1780740258567"
"56","2026-06-06 07:04:28","17.03","57.5","953.4","3520","","-22.814682006835938","-47.07197952270508","600.9","-106","-15","0","11901","1780740268574"
"57","2026-06-06 07:06:08","16.92","58","953.94","3500","","-22.81411361694336","-47.071170806884766","595.5","-107","-17.5","0","11911","1780740368565"
"58","2026-06-06 07:06:38","16.89","58","954.04","3500","","-22.813932418823242","-47.070987701416016","593.2","-108","-12.800000190734863","0","11914","1780740398564"
"59","2026-06-06 07:06:58","16.87","58.5","954","3500","","-22.813770294189453","-47.07088851928711","586","-108","-13","0","11916","1780740418579"
"60","2026-06-06 07:07:18","16.85","58.5","954.16","3500","","-22.813695907592773","-47.07075881958008","594.5","-108","-19","0","11918","1780740438573"
"61","2026-06-06 07:07:28","16.84","58","954.14","3460","","-22.813629150390625","-47.070709228515625","598.4","-108","-17.299999237060547","0","11919","1780740448573"
"62","2026-06-06 07:07:58","16.82","58.5","954.22","3500","","-22.81351089477539","-47.07059860229492","609.7","-108","-17.5","0","11922","1780740478571"
"63","2026-06-06 07:08:18","16.79","59","954.52","3440","","-22.813486099243164","-47.07054901123047","607.2","-103","-20.299999237060547","0","11924","1780740498574"
"64","2026-06-06 07:08:48","16.75","59.5","954.3000000000001","3500","","-22.813434600830078","-47.07034683227539","602.7","-107","-15","0","11927","1780740528557"
"65","2026-06-06 07:08:58","16.72","59.5","954.34","3500","","-22.81337547302246","-47.070213317871094","581.5","-108","-11.300000190734863","0","11928","1780740538574"
"66","2026-06-06 07:09:18","16.69","60","954.32","3480","","-22.81328582763672","-47.06999206542969","585.5","-108","-13","0","11930","1780740558574"
"67","2026-06-06 07:09:28","16.68","60","954.38","3520","","-22.81325340270996","-47.06989669799805","589","-107","-13.300000190734863","0","11931","1780740568562"
"68","2026-06-06 07:09:48","16.64","60","954.5","3500","","-22.813152313232422","-47.06968688964844","589.5","-108","-17.799999237060547","0","11933","1780740588571"
"69","2026-06-06 07:09:58","16.63","60","954.36","3520","","-22.813112258911133","-47.06958770751953","588.2","-108","-16.799999237060547","0","11934","1780740598591"
"70","2026-06-06 07:10:08","16.61","60.5","954.32","3520","","-22.81308937072754","-47.06949234008789","593.2","-107","-9","0","11935","1780740608561"
"71","2026-06-06 07:10:18","16.6","60","954.38","3480","","-22.813051223754883","-47.06938934326172","595.5","-108","-13.800000190734863","0","11936","1780740618560"
"72","2026-06-06 07:10:28","16.59","60.5","954.4","3480","","-22.813003540039062","-47.06929397583008","594.4","-107","-12.5","0","11937","1780740628572"
"73","2026-06-06 07:11:18","16.53","60","954.26","3480","","-22.812864303588867","-47.06875228881836","590","-108","-13.800000190734863","0","11942","1780740678570"
"74","2026-06-06 07:11:28","16.52","60","954.4200000000001","3480","","-22.812843322753906","-47.06864929199219","591","-107","-16.5","0","11943","1780740688565"
"75","2026-06-06 07:11:48","16.5","60","954.02","3500","","-22.81279754638672","-47.06844711303711","588.7","-107","-6.800000190734863","0","11945","1780740708566"
"76","2026-06-06 07:11:58","16.48","60","954.04","3500","","-22.812772750854492","-47.0683479309082","589","-107","-15.300000190734863","0","11946","1780740718575"
"77","2026-06-06 07:12:18","16.46","60.5","954.04","3500","","-22.812715530395508","-47.06816101074219","590.7","-108","-10.5","0","11948","1780740738565"
"78","2026-06-06 07:12:28","16.45","60","954.02","3480","","-22.812665939331055","-47.068077087402344","590.5","-106","-7.800000190734863","0","11949","1780740748569"
"79","2026-06-06 07:12:38","16.43","60","953.88","3500","","-22.812644958496094","-47.06798553466797","590.2","-106","-9.300000190734863","0","11950","1780740758570"
"80","2026-06-06 07:12:48","16.41","60.5","953.88","3480","","-22.812641143798828","-47.06787872314453","589.7","-107","-8.300000190734863","0","11951","1780740768561"
"81","2026-06-06 07:13:08","16.38","60","953.78","3480","","-22.812612533569336","-47.06773376464844","600","-107","-9.5","0","11953","1780740788566"
"82","2026-06-06 07:13:18","16.38","60.5","953.7","3480","","-22.812515258789062","-47.067649841308594","594.4","-106","-1.5","0","11954","1780740798551"
"83","2026-06-06 07:13:28","16.36","60.5","953.72","3480","","-22.812429428100586","-47.06760025024414","597.2","-105","-7.5","0","11955","1780740808561"
"84","2026-06-06 07:13:38","16.34","60.5","953.7","3480","","-22.812349319458008","-47.06754684448242","600.2","-106","-5.5","0","11956","1780740818569"
"85","2026-06-06 07:13:48","16.33","60.5","953.5600000000001","3480","","-22.812301635742188","-47.06745529174805","599","-103","-0.800000011920929","0","11957","1780740828567"
"86","2026-06-06 07:13:58","16.32","60.5","953.58","3480","","-22.812232971191406","-47.0673713684082","592.5","-105","-6.300000190734863","0","11958","1780740838573"
"87","2026-06-06 07:14:08","16.31","60.5","953.62","3500","","-22.812253952026367","-47.06733322143555","593","-106","-5.300000190734863","0","11959","1780740848572"
"88","2026-06-06 07:14:18","16.31","61","953.58","3500","","-22.812244415283203","-47.067325592041016","591","-97","4","0","11960","1780740858574"
"89","2026-06-06 07:14:28","16.3","60.5","953.6","3500","","-22.81216812133789","-47.06731414794922","590","-101","1.5","0","11961","1780740868571"
"90","2026-06-06 07:14:38","16.29","61","953.6","3480","","-22.81220817565918","-47.06735610961914","591.2","-106","-5","0","11962","1780740878574"
"91","2026-06-06 07:14:48","16.28","60.5","953.6","3480","","-22.812267303466797","-47.06736755371094","594.2","-100","4","0","11963","1780740888563"
"92","2026-06-06 07:14:58","16.27","61","953.62","3480","","-22.81226348876953","-47.06743621826172","590.5","-106","-5.5","0","11964","1780740898571"
"93","2026-06-06 07:15:08","16.26","61","953.6800000000001","3480","","-22.812288284301758","-47.06752014160156","590.5","-105","-8","0","11965","1780740908575"
"94","2026-06-06 07:15:18","16.25","61","953.58","3480","","-22.812381744384766","-47.067588806152344","591","-107","-12.800000190734863","0","11966","1780740918566"
"95","2026-06-06 07:15:28","16.24","61","953.9","3500","","-22.81245231628418","-47.06764221191406","591","-107","-11.300000190734863","0","11967","1780740928562"
"96","2026-06-06 07:15:38","16.23","61","953.74","3480","","-22.81250762939453","-47.06758117675781","588.2","-107","-7","0","11968","1780740938564"
"97","2026-06-06 07:15:48","16.22","61","953.66","3480","","-22.81256866455078","-47.067501068115234","588.2","-106","-8.800000190734863","0","11969","1780740948565"
"98","2026-06-06 07:15:58","16.22","61","953.7","3520","","-22.812623977661133","-47.06742477416992","592","-106","-6.300000190734863","0","11970","1780740958570"
"99","2026-06-06 07:16:08","16.21","61","953.58","3500","","-22.812652587890625","-47.06733322143555","590.5","-104","-1.7999999523162842","0","11971","1780740968567"
"100","2026-06-06 07:16:18","16.19","61","953.6","3500","","-22.812665939331055","-47.067230224609375","592","-106","-5","0","11972","1780740978570"
"101","2026-06-06 07:16:28","16.19","61","953.46","3480","","-22.812673568725586","-47.067115783691406","590.9","-105","-3.5","0","11973","1780740988569"
"102","2026-06-06 07:16:38","16.18","61","953.44","3500","","-22.812694549560547","-47.06700897216797","590.2","-104","-1.5","0","11974","1780740998544"
"103","2026-06-06 07:16:48","16.17","61.5","953.5","3500","","-22.81269073486328","-47.0669059753418","594.7","-106","-4.300000190734863","0","11975","1780741008574"
"104","2026-06-06 07:16:58","16.17","61.5","953.28","3480","","-22.81271743774414","-47.06679153442383","593.2","-106","-5","0","11976","1780741018533"
"105","2026-06-06 07:17:08","16.16","61","953.22","3480","","-22.812744140625","-47.06669235229492","595.9","-101","0.800000011920929","0","11977","1780741028566"
"106","2026-06-06 07:17:18","16.15","61","953.3000000000001","3500","","-22.812772750854492","-47.06657409667969","593.4","-102","-2.299999952316284","0","11978","1780741038564"
"107","2026-06-06 07:17:28","16.15","61.5","953.2","3500","","-22.81275749206543","-47.066471099853516","593.4","-96","5.5","0","11979","1780741048563"
"108","2026-06-06 07:17:38","16.14","61.5","953.22","3480","","-22.81268882751465","-47.06638717651367","593","-105","-1.7999999523162842","0","11980","1780741058703"
"109","2026-06-06 07:17:48","16.13","61.5","953.14","3480","","-22.812679290771484","-47.06627655029297","594.5","-104","-3.5","0","11981","1780741068569"
"110","2026-06-06 07:17:58","16.13","61.5","953.1","3480","","-22.812679290771484","-47.066162109375","594.7","-105","-2.5","0","11982","1780741078568"
"111","2026-06-06 07:18:08","16.12","61.5","952.94","3480","","-22.81269645690918","-47.06605529785156","595.7","-103","0","0","11983","1780741088567"
"112","2026-06-06 07:18:18","16.12","61.5","952.9200000000001","3480","","-22.81270980834961","-47.06595230102539","595","-100","-1","0","11984","1780741098568"
"113","2026-06-06 07:18:28","16.11","61.5","952.9200000000001","3480","","-22.81273651123047","-47.065860748291016","597.5","-103","-2","0","11985","1780741108566"
"114","2026-06-06 07:18:38","16.1","61.5","953","3480","","-22.812746047973633","-47.06577682495117","600.9","-108","-9.5","0","11986","1780741118566"
"115","2026-06-06 07:18:58","16.08","61.5","952.76","3500","","-22.812789916992188","-47.06562805175781","602.4","-105","-2","0","11988","1780741138568"
"116","2026-06-06 07:19:08","16.08","61.5","952.82","3500","","-22.812816619873047","-47.065547943115234","602.2","-107","-10.5","0","11989","1780741148574"
"117","2026-06-06 07:19:18","16.07","61.5","952.76","3500","","-22.812847137451172","-47.06541061401367","600.9","-107","-17.5","0","11990","1780741158570"
"118","2026-06-06 07:19:28","16.06","62","952.5600000000001","3480","","-22.812833786010742","-47.0652961730957","605.7","-105","-7.800000190734863","0","11991","1780741168569"
"119","2026-06-06 07:19:38","16.06","62","952.52","3480","","-22.812864303588867","-47.0651969909668","605.5","-108","-13.800000190734863","0","11992","1780741178564"
"120","2026-06-06 07:19:48","16.05","62","952.5","3480","","-22.812883377075195","-47.06508255004883","604","-107","-11","0","11993","1780741188570"
"121","2026-06-06 07:19:58","16.05","62.5","952.46","3500","","-22.812902450561523","-47.06494140625","598.2","-107","-7.800000190734863","0","11994","1780741198575"
"122","2026-06-06 07:20:08","16.05","62.5","952.62","3480","","-22.81291961669922","-47.06482696533203","599.2","-106","-2","0","11995","1780741208572"
"123","2026-06-06 07:20:18","16.05","62.5","952.34","3480","","-22.81294059753418","-47.064727783203125","599.2","-102","-11.800000190734863","0","11996","1780741218578"
"124","2026-06-06 07:20:28","16.05","62.5","952.22","3520","","-22.812952041625977","-47.064640045166016","601.7","-106","-7.800000190734863","0","11997","1780741228574"
"125","2026-06-06 07:20:38","16.05","62.5","952.28","3480","","-22.812971115112305","-47.064544677734375","601","-102","-0.5","0","11998","1780741238529"
"126","2026-06-06 07:20:48","16.05","62.5","952.3000000000001","3480","","-22.81299591064453","-47.064453125","599.2","-104","-1.2999999523162842","0","11999","1780741248566"
"127","2026-06-06 07:20:58","16.05","62.5","952.1","3480","","-22.813051223754883","-47.06438446044922","601.5","-106","-5.300000190734863","0","12000","1780741258570"
"128","2026-06-06 07:21:08","16.05","62.5","952.02","3500","","-22.813127517700195","-47.06436538696289","605.2","-107","-6.5","0","12001","1780741268564"
"129","2026-06-06 07:21:18","16.05","62.5","952.14","3480","","-22.813213348388672","-47.064395904541016","605.4","-107","-8.800000190734863","0","12002","1780741278564"
"130","2026-06-06 07:21:28","16.05","63","952.0600000000001","3480","","-22.813283920288086","-47.0644645690918","605.5","-106","-5.5","0","12003","1780741288601"
"131","2026-06-06 07:21:38","16.06","63.5","952.1800000000001","3480","","-22.813343048095703","-47.064537048339844","609.2","-107","-6","0","12004","1780741298568"
"132","2026-06-06 07:21:48","16.06","63.5","952.6","3500","","-22.81343650817871","-47.064598083496094","608.4","-103","-2.299999952316284","0","12005","1780741308572"
"133","2026-06-06 07:21:58","16.06","63.5","952.22","3480","","-22.813512802124023","-47.06463623046875","608.2","-105","-1.2999999523162842","0","12006","1780741318564"
"134","2026-06-06 07:22:08","16.07","63.5","952.5","3480","","-22.8136043548584","-47.06465530395508","607.7","-107","-6.5","0","12007","1780741328566"
"135","2026-06-06 07:22:18","16.07","63.5","952.34","3480","","-22.813695907592773","-47.06467819213867","607.4","-104","-9.800000190734863","0","12008","1780741338568"
"136","2026-06-06 07:22:28","16.07","63.5","952.32","3500","","-22.813730239868164","-47.06476593017578","607.7","-102","1","0","12009","1780741348562"
"137","2026-06-06 07:22:38","16.08","63.5","952.36","3480","","-22.813777923583984","-47.064857482910156","604.5","-102","-0.30000001192092896","0","12010","1780741358564"
"138","2026-06-06 07:22:48","16.07","63","952.32","3480","","-22.813722610473633","-47.064937591552734","604.2","-102","-0.800000011920929","0","12011","1780741368567"
"139","2026-06-06 07:22:58","16.07","63.5","952.38","3500","","-22.813661575317383","-47.06500244140625","603.9","-101","0.30000001192092896","0","12012","1780741378569"
"140","2026-06-06 07:23:08","16.07","64","952.5600000000001","3500","","-22.81358528137207","-47.06507873535156","603.5","-101","1.2999999523162842","0","12013","1780741388570"
"141","2026-06-06 07:23:18","16.08","64","952.6","3500","","-22.81350326538086","-47.065162658691406","603.7","-102","0.5","0","12014","1780741398567"
"142","2026-06-06 07:23:28","16.08","64","952.66","3500","","-22.813434600830078","-47.06521987915039","604","-104","-2.5","0","12015","1780741408557"
"143","2026-06-06 07:23:38","16.1","64.5","952.6800000000001","3500","","-22.813364028930664","-47.06531524658203","603.9","-103","-0.30000001192092896","0","12016","1780741418564"
"144","2026-06-06 07:23:48","16.1","64.5","952.7","3500","","-22.81332778930664","-47.065406799316406","606.4","-96","-15.800000190734863","0","12017","1780741428563"
"145","2026-06-06 07:24:08","16.11","64.5","952.8000000000001","3500","","-22.813232421875","-47.06564712524414","598.7","-105","-5.800000190734863","0","12019","1780741448568"
"146","2026-06-06 07:24:18","16.12","64.5","952.98","3500","","-22.813297271728516","-47.06574630737305","599.5","-107","-10","0","12020","1780741458574"
"147","2026-06-06 07:24:38","16.13","64","953.0600000000001","3480","","-22.813447952270508","-47.06591796875","600.9","-106","-2.5","0","12022","1780741478559"
"148","2026-06-06 07:24:48","16.14","64.5","952.96","3500","","-22.813514709472656","-47.066009521484375","602.4","-105","-3","0","12023","1780741488564"
"149","2026-06-06 07:24:58","16.14","64","953.0600000000001","3500","","-22.813589096069336","-47.06608963012695","600.9","-105","-3.5","0","12024","1780741498567"
"150","2026-06-06 07:25:08","16.15","64","953.0600000000001","3480","","-22.813661575317383","-47.0661735534668","602.9","-102","-2.799999952316284","0","12025","1780741508564"
"151","2026-06-06 07:25:18","16.16","64","953.4","3500","","-22.813735961914062","-47.06626510620117","603.5","-103","-2.299999952316284","0","12026","1780741518566"
"152","2026-06-06 07:25:28","16.16","64","953.44","3480","","-22.813814163208008","-47.06635284423828","601.2","-105","-2","0","12027","1780741528572"
"153","2026-06-06 07:25:38","16.17","64","953.38","3480","","-22.81389808654785","-47.06644058227539","599","-102","-0.30000001192092896","0","12028","1780741538568"
"154","2026-06-06 07:25:48","16.16","64","953.5","3500","","-22.813983917236328","-47.06651306152344","597.2","-99","1","0","12029","1780741548567"
"155","2026-06-06 07:25:58","16.17","63.5","953.5600000000001","3480","","-22.81406021118164","-47.066585540771484","595","-102","0.800000011920929","0","12030","1780741558570"
"156","2026-06-06 07:26:08","16.16","63.5","953.7","3500","","-22.814132690429688","-47.06665802001953","594.9","-95","5.300000190734863","0","12031","1780741568565"
"157","2026-06-06 07:26:18","16.16","63.5","953.8000000000001","3480","","-22.814189910888672","-47.06673049926758","596.7","-96","1.5","0","12032","1780741578575"
"158","2026-06-06 07:26:28","16.17","63.5","953.8000000000001","3500","","-22.814254760742188","-47.06681442260742","599","-102","-2","0","12033","1780741588560"
"159","2026-06-06 07:26:38","16.16","63.5","953.86","3480","","-22.8143310546875","-47.066898345947266","598","-99","2","0","12034","1780741598563"
"160","2026-06-06 07:26:48","16.16","63.5","953.9","3500","","-22.814407348632812","-47.066978454589844","597.5","-95","1","0","12035","1780741608544"
"161","2026-06-06 07:26:58","16.15","63.5","954.1","3500","","-22.814483642578125","-47.06705856323242","598.2","-97","2.799999952316284","0","12036","1780741618562"
"162","2026-06-06 07:27:08","16.14","63.5","954.12","3500","","-22.814563751220703","-47.067142486572266","598.9","-101","0.30000001192092896","0","12037","1780741628563"
"163","2026-06-06 07:27:18","16.14","63","954.08","3500","","-22.81463050842285","-47.067230224609375","597.5","-96","3.799999952316284","0","12038","1780741638575"
"164","2026-06-06 07:27:28","16.13","63.5","954.2","3500","","-22.814729690551758","-47.0672721862793","595.5","-101","-1.2999999523162842","0","12039","1780741648572"
"165","2026-06-06 07:27:38","16.13","63.5","954.2","3500","","-22.81482696533203","-47.067195892333984","594.5","-104","0.30000001192092896","0","12040","1780741658566"
"166","2026-06-06 07:27:48","16.12","63.5","954.44","3500","","-22.81490707397461","-47.06713104248047","595","-103","2","0","12041","1780741668567"
"167","2026-06-06 07:27:58","16.11","63.5","954.08","3500","","-22.81497573852539","-47.06708908081055","596","-102","1.2999999523162842","0","12042","1780741678567"
"168","2026-06-06 07:28:08","16.1","63.5","954.22","3480","","-22.815040588378906","-47.06698989868164","595","-95","-5.5","0","12043","1780741688568"
"169","2026-06-06 07:28:18","16.08","63","954.1","3500","","-22.815134048461914","-47.0669059753418","597","-99","1.2999999523162842","0","12044","1780741698564"
"170","2026-06-06 07:28:28","16.08","63","954.02","3500","","-22.815195083618164","-47.066837310791016","603","-97","4.300000190734863","0","12045","1780741708573"
"171","2026-06-06 07:28:38","16.07","63.5","954.04","3500","","-22.81526756286621","-47.0667839050293","605.5","-99","4","0","12046","1780741718563"
"172","2026-06-06 07:28:48","16.06","63.5","954.1","3500","","-22.815366744995117","-47.0667610168457","608.7","-96","3","0","12047","1780741728568"
"173","2026-06-06 07:28:58","16.05","63","954.08","3480","","-22.815460205078125","-47.06672668457031","612.5","-101","1","0","12048","1780741738561"
"174","2026-06-06 07:29:08","16.05","63.5","954.12","3480","","-22.8155460357666","-47.066680908203125","611.5","-99","1","0","12049","1780741748570"
"175","2026-06-06 07:29:18","16.03","63.5","954.34","3480","","-22.815637588500977","-47.06662368774414","607.7","-96","3.5","0","12050","1780741758564"
"176","2026-06-06 07:29:28","16.03","63.5","953.9200000000001","3500","","-22.815719604492188","-47.066593170166016","606.5","-102","0","0","12051","1780741768561"
"177","2026-06-06 07:29:38","16.02","63.5","953.96","3500","","-22.81582260131836","-47.066558837890625","601.2","-99","5.5","0","12052","1780741778561"
"178","2026-06-06 07:29:48","16.01","63.5","953.86","3500","","-22.815902709960938","-47.06654357910156","602","-99","2.299999952316284","0","12053","1780741788530"
"179","2026-06-06 07:29:58","16.01","63.5","953.96","3480","","-22.81598663330078","-47.06654357910156","601","-98","2.299999952316284","0","12054","1780741798564"
"180","2026-06-06 07:30:08","16","63.5","953.94","3480","","-22.816125869750977","-47.066505432128906","600","-102","0.5","0","12055","1780741808563"
"181","2026-06-06 07:30:18","15.99","63.5","953.96","3480","","-22.816207885742188","-47.066444396972656","595.2","-100","1.7999999523162842","0","12056","1780741818562"
"182","2026-06-06 07:30:28","15.98","63.5","954","3480","","-22.816333770751953","-47.066375732421875","593.5","-105","-4.300000190734863","0","12057","1780741828563"
"183","2026-06-06 07:30:38","15.98","63.5","954","3500","","-22.81644630432129","-47.06634521484375","592.5","-102","1.5","0","12058","1780741838562"
"184","2026-06-06 07:30:48","15.97","63.5","953.96","3480","","-22.816558837890625","-47.06632995605469","591.7","-102","-1","0","12059","1780741848566"
"185","2026-06-06 07:30:58","15.97","63.5","953.9200000000001","3500","","-22.81665802001953","-47.066314697265625","591.5","-99","2.299999952316284","0","12060","1780741858565"
