"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"119","2026-05-24 19:47:49","23.32","84","1019","2.14","156","100","0","-22.8215","-47.0694"
"120","2026-05-24 19:57:49","23.32","84","1019","2.14","156","100","0","-22.8215","-47.0694"
"121","2026-05-24 20:07:49","23.32","84","1019","2.14","156","100","0","-22.8215","-47.0694"
"122","2026-05-24 20:17:49","22.32","82","1020","2.14","156","100","0.11","-22.8215","-47.0694"
"123","2026-05-24 20:27:49","22.32","82","1020","2.14","156","100","0.11","-22.8215","-47.0694"
"124","2026-05-24 20:37:49","22.32","87","1020","2.29","149","100","0","-22.8215","-47.0694"
"125","2026-05-24 20:47:49","22.32","87","1020","2.29","149","100","0","-22.8215","-47.0694"
"126","2026-05-24 20:57:49","22.32","87","1020","2.29","149","100","0.13","-22.8215","-47.0694"
"127","2026-05-24 21:07:49","22.32","87","1020","2.29","149","100","0.13","-22.8215","-47.0694"
"128","2026-05-24 21:17:49","22.32","83","1020","2.29","149","100","0","-22.8215","-47.0694"
"129","2026-05-24 21:27:49","22.32","83","1020","2.29","149","100","0","-22.8215","-47.0694"
"130","2026-05-24 21:37:49","22.32","83","1020","2.29","149","100","0","-22.8215","-47.0694"
"131","2026-05-24 21:47:49","20.85","82","1020","2.25","123","100","0","-22.8215","-47.0694"
"132","2026-05-24 21:57:49","20.85","82","1020","2.25","123","100","0","-22.8215","-47.0694"
"133","2026-05-24 22:07:49","20.85","82","1020","2.25","123","100","0","-22.8215","-47.0694"
"134","2026-05-24 22:17:49","20.85","82","1020","2.25","123","100","0","-22.8215","-47.0694"
"135","2026-05-24 22:27:49","20.85","82","1020","2.25","123","100","0","-22.8215","-47.0694"
"136","2026-05-24 22:37:49","20.29","85","1020","2.76","131","100","0","-22.8215","-47.0694"
"137","2026-05-24 22:47:49","20.29","85","1020","2.76","131","100","0","-22.8215","-47.0694"
"138","2026-05-24 22:57:49","20.29","85","1020","2.76","131","100","0","-22.8215","-47.0694"
"139","2026-05-24 23:07:49","20.29","85","1021","2.76","131","100","0","-22.8215","-47.0694"
"140","2026-05-24 23:17:49","20.29","85","1021","2.76","131","100","0","-22.8215","-47.0694"
"141","2026-05-24 23:27:49","20.29","85","1021","2.76","131","100","0","-22.8215","-47.0694"
"142","2026-05-24 23:37:49","21.32","90","1020","3.18","138","100","0","-22.8215","-47.0694"
"143","2026-05-24 23:47:49","21.32","90","1020","3.18","138","100","0","-22.8215","-47.0694"
"144","2026-05-24 23:57:49","21.32","90","1020","3.18","138","100","0","-22.8215","-47.0694"
