"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","DR","Frame Counter","Timestamp Aquisição (ms)"
"119","2026-06-04 19:36:09","18.84","61","954.76","3740","","-22.8221492767334","-47.06565475463867","613.2","-99","10.300000190734863","5","18855","1780612569818"
"120","2026-06-04 19:46:09","18.66","61","954.84","3720","","-22.822114944458008","-47.06563949584961","612.9","-97","10.800000190734863","5","18856","1780613169820"
"121","2026-06-04 19:56:09","18.52","61","954.96","3760","","-22.822139739990234","-47.065616607666016","615.4000000000001","-102","8.800000190734863","5","18857","1780613769812"
"122","2026-06-04 20:06:09","18.38","61","955.02","3720","","-22.822154998779297","-47.0656623840332","620.5","-96","11.5","5","18858","1780614369826"
"123","2026-06-04 20:16:09","18.28","61","955.04","3740","","-22.822120666503906","-47.065677642822266","608.7","-97","11","5","18859","1780614969817"
"124","2026-06-04 20:26:09","18.17","61.5","955.1800000000001","3740","","-22.82217025756836","-47.06563186645508","624","-101","9.5","5","18860","1780615569827"
"125","2026-06-04 20:36:09","18.04","61.5","955.2","3740","","-22.822093963623047","-47.065635681152344","616","-97","11.5","5","18861","1780616169825"
"126","2026-06-04 20:46:09","17.95","61.5","955.2","3760","","-22.822132110595703","-47.0656623840332","617.4000000000001","-99","10.300000190734863","5","18862","1780616769819"
"127","2026-06-04 20:56:09","17.8","61.5","955.22","3720","","-22.822128295898438","-47.0656623840332","618.5","-99","10.5","5","18863","1780617369811"
"128","2026-06-04 21:06:09","17.66","61.5","955.14","3700","","-22.822113037109375","-47.06566619873047","606.7","-92","13","5","18864","1780617969829"
"129","2026-06-04 21:16:09","17.54","61.5","955.16","3760","","-22.82210350036621","-47.06571960449219","607.4","-101","9.800000190734863","5","18865","1780618569825"
"130","2026-06-04 21:26:09","17.42","62","955.2","3740","","-22.82211685180664","-47.065650939941406","615.2","-94","12.300000190734863","5","18866","1780619169816"
"131","2026-06-04 21:36:09","17.35","62","955.28","3720","","-22.822114944458008","-47.065643310546875","614.2","-93","12.300000190734863","5","18867","1780619769825"
"132","2026-06-04 21:46:09","17.27","62","955.34","3740","","-22.822128295898438","-47.065635681152344","615","-102","8.300000190734863","5","18868","1780620369827"
"133","2026-06-04 21:56:09","17.19","62","955.4","3740","","-22.822120666503906","-47.065643310546875","607.7","-97","11","5","18869","1780620969818"
"134","2026-06-04 22:06:09","17.1","62","955.44","3760","","-22.82211685180664","-47.06565856933594","603.4","-94","11.800000190734863","5","18870","1780621569831"
"135","2026-06-04 22:16:09","17.01","62","955.4200000000001","3740","","-22.822132110595703","-47.0656852722168","614","-100","9","5","18871","1780622169811"
"136","2026-06-04 22:26:09","16.94","62","955.52","3720","","-22.822154998779297","-47.065673828125","607.7","-98","10.300000190734863","5","18872","1780622769823"
"137","2026-06-04 22:46:09","16.83","62","955.58","3720","","-22.822174072265625","-47.065635681152344","617.2","-111","-0.30000001192092896","5","18874","1780623969808"
"138","2026-06-04 22:56:09","16.77","62","955.52","3720","","-22.8221492767334","-47.065670013427734","613.5","-94","12","5","18875","1780624569802"
"139","2026-06-04 23:06:09","16.71","62.5","955.4200000000001","3740","","-22.82225227355957","-47.0656623840332","618.9000000000001","-98","10.5","5","18876","1780625169802"
"140","2026-06-04 23:16:09","16.66","62","955.4","3740","","-22.82217025756836","-47.06569290161133","610.9","-96","11.800000190734863","5","18877","1780625769803"
"141","2026-06-04 23:26:09","16.62","62.5","955.4","3760","","-22.822141647338867","-47.0656623840332","609.7","-91","12.800000190734863","5","18878","1780626369798"
"142","2026-06-04 23:36:09","16.62","62.5","955.3000000000001","3720","","-22.822153091430664","-47.06563186645508","608.5","-96","11.800000190734863","5","18879","1780626969782"
"143","2026-06-04 23:46:09","16.63","62","955.3000000000001","3720","","-22.822141647338867","-47.065635681152344","619","-93","13","5","18880","1780627569787"
"144","2026-06-04 23:56:09","16.59","62","955.1800000000001","3720","","-22.822126388549805","-47.065635681152344","623.7","-97","11.300000190734863","5","18881","1780628169804"
