"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"26","2026-05-28 04:17:49","15.29","78","1021","4.62","132","4","0","-22.8215","-47.0694"
"27","2026-05-28 04:27:49","14.73","75","1021","4.62","132","4","0","-22.8215","-47.0694"
"28","2026-05-28 04:37:49","14.73","75","1020","4.02","135","1","0","-22.8215","-47.0694"
"29","2026-05-28 04:47:49","14.73","75","1020","4.02","135","1","0","-22.8215","-47.0694"
"30","2026-05-28 04:57:49","14.73","75","1020","4.02","135","1","0","-22.8215","-47.0694"
"31","2026-05-28 05:07:49","14.73","75","1020","4.02","135","1","0","-22.8215","-47.0694"
"32","2026-05-28 05:17:49","14.73","75","1021","4.02","135","1","0","-22.8215","-47.0694"
"33","2026-05-28 05:27:49","14.73","75","1021","4.02","135","1","0","-22.8215","-47.0694"
"34","2026-05-28 05:37:49","14.73","74","1021","3.81","141","1","0","-22.8215","-47.0694"
"35","2026-05-28 05:47:49","14.73","74","1021","3.81","141","1","0","-22.8215","-47.0694"
"36","2026-05-28 05:57:49","14.73","74","1021","3.81","141","1","0","-22.8215","-47.0694"
"37","2026-05-28 06:07:49","14.73","74","1021","3.81","141","1","0","-22.8215","-47.0694"
"38","2026-05-28 06:17:49","14.73","74","1022","3.81","141","1","0","-22.8215","-47.0694"
"39","2026-05-28 06:27:49","14.73","74","1022","3.81","141","1","0","-22.8215","-47.0694"
"40","2026-05-28 06:37:49","14.73","72","1021","3.92","144","1","0","-22.8215","-47.0694"
"41","2026-05-28 06:47:49","14.73","72","1021","3.92","144","1","0","-22.8215","-47.0694"
"42","2026-05-28 06:57:49","14.73","72","1021","3.92","144","1","0","-22.8215","-47.0694"
"43","2026-05-28 07:07:49","14.73","72","1021","3.92","144","1","0","-22.8215","-47.0694"
"44","2026-05-28 07:17:49","14.73","72","1022","3.92","144","1","0","-22.8215","-47.0694"
"45","2026-05-28 07:27:49","14.73","71","1022","3.92","144","1","0","-22.8215","-47.0694"
"46","2026-05-28 07:37:49","14.73","71","1022","3.92","144","1","0","-22.8215","-47.0694"
"47","2026-05-28 07:47:49","14.73","71","1022","4.67","136","0","0","-22.8215","-47.0694"
"48","2026-05-28 07:57:49","14.73","71","1022","4.67","136","0","0","-22.8215","-47.0694"
"49","2026-05-28 08:07:49","14.73","71","1022","4.67","136","0","0","-22.8215","-47.0694"
"50","2026-05-28 08:17:49","14.73","71","1022","4.67","136","0","0","-22.8215","-47.0694"
"51","2026-05-28 08:27:49","15.32","71","1022","4.67","136","0","0","-22.8215","-47.0694"
"52","2026-05-28 08:37:49","15.32","63","1022","4.66","135","1","0","-22.8215","-47.0694"
"53","2026-05-28 08:47:49","15.32","63","1022","4.66","135","1","0","-22.8215","-47.0694"
"54","2026-05-28 08:57:49","15.32","63","1022","4.53","134","1","0","-22.8215","-47.0694"
"55","2026-05-28 09:07:49","15.32","63","1022","4.53","134","1","0","-22.8215","-47.0694"
"56","2026-05-28 09:17:49","17.32","63","1022","4.53","134","1","0","-22.8215","-47.0694"
"57","2026-05-28 09:27:49","17.32","63","1022","4.53","134","1","0","-22.8215","-47.0694"
"58","2026-05-28 09:37:49","17.32","52","1022","4.29","136","0","0","-22.8215","-47.0694"
"59","2026-05-28 09:47:49","17.32","52","1022","4.29","136","0","0","-22.8215","-47.0694"
"60","2026-05-28 09:57:49","17.32","52","1022","4.29","136","0","0","-22.8215","-47.0694"
"61","2026-05-28 10:07:49","17.32","52","1022","4.29","136","0","0","-22.8215","-47.0694"
"62","2026-05-28 10:17:49","18.32","48","1022","4.29","136","0","0","-22.8215","-47.0694"
"63","2026-05-28 10:27:49","18.32","48","1022","4.29","136","0","0","-22.8215","-47.0694"
"64","2026-05-28 10:37:49","18.32","47","1021","3.67","139","0","0","-22.8215","-47.0694"
"65","2026-05-28 10:47:49","18.32","47","1021","3.67","139","0","0","-22.8215","-47.0694"
"66","2026-05-28 10:57:49","18.32","47","1021","3.67","139","0","0","-22.8215","-47.0694"
"67","2026-05-28 11:07:49","18.32","47","1021","3.67","139","0","0","-22.8215","-47.0694"
"68","2026-05-28 11:17:49","19.32","45","1021","3.67","139","0","0","-22.8215","-47.0694"
"69","2026-05-28 11:27:49","19.32","45","1021","3.67","139","0","0","-22.8215","-47.0694"
"70","2026-05-28 11:37:49","19.32","43","1020","3.28","148","0","0","-22.8215","-47.0694"
"71","2026-05-28 11:47:49","19.32","43","1020","3.28","148","0","0","-22.8215","-47.0694"
"72","2026-05-28 11:57:49","19.32","43","1020","3.28","148","0","0","-22.8215","-47.0694"
"73","2026-05-28 12:07:49","21.32","43","1020","3.28","148","0","0","-22.8215","-47.0694"
"74","2026-05-28 12:17:49","21.32","43","1020","3.28","148","0","0","-22.8215","-47.0694"
"75","2026-05-28 12:27:49","25.04","40","1020","3.28","148","0","0","-22.8215","-47.0694"
"76","2026-05-28 12:37:49","25.04","40","1020","3.28","148","0","0","-22.8215","-47.0694"
"77","2026-05-28 12:47:49","26.83","36","1019","3.06","157","1","0","-22.8215","-47.0694"
"78","2026-05-28 12:57:49","21.32","41","1019","3.06","157","1","0","-22.8215","-47.0694"
"79","2026-05-28 13:07:49","21.32","41","1019","3.06","157","1","0","-22.8215","-47.0694"
"80","2026-05-28 13:17:49","25.01","40","1020","3.06","157","1","0","-22.8215","-47.0694"
"81","2026-05-28 13:27:49","25.01","40","1020","3.06","157","1","0","-22.8215","-47.0694"
"82","2026-05-28 13:37:49","25.23","41","1018","2.93","164","1","0","-22.8215","-47.0694"
"83","2026-05-28 13:47:49","25.23","41","1018","2.93","164","1","0","-22.8215","-47.0694"
"84","2026-05-28 13:57:49","24.18","45","1018","2.93","164","1","0","-22.8215","-47.0694"
"85","2026-05-28 14:07:49","24.18","45","1018","2.93","164","1","0","-22.8215","-47.0694"
"86","2026-05-28 14:17:49","24.03","45","1019","2.93","164","1","0","-22.8215","-47.0694"
"87","2026-05-28 14:27:49","24.03","45","1019","2.93","164","1","0","-22.8215","-47.0694"
"88","2026-05-28 14:37:49","23.12","41","1018","3.17","164","1","0","-22.8215","-47.0694"
"89","2026-05-28 14:47:49","23.12","41","1018","3.17","164","1","0","-22.8215","-47.0694"
"90","2026-05-28 14:57:49","23.12","41","1018","3.16","165","2","0","-22.8215","-47.0694"
"91","2026-05-28 15:07:49","23.12","41","1018","3.16","165","2","0","-22.8215","-47.0694"
"92","2026-05-28 15:17:49","23.12","41","1019","3.16","165","2","0","-22.8215","-47.0694"
"93","2026-05-28 15:27:49","23.12","41","1019","3.16","165","2","0","-22.8215","-47.0694"
"94","2026-05-28 15:37:49","22.66","41","1018","3.3","162","1","0","-22.8215","-47.0694"
"95","2026-05-28 15:47:49","22.66","41","1018","3.3","162","1","0","-22.8215","-47.0694"
"96","2026-05-28 15:57:49","22.51","41","1018","3.3","162","1","0","-22.8215","-47.0694"
"97","2026-05-28 16:07:49","22.51","41","1018","3.3","162","1","0","-22.8215","-47.0694"
"98","2026-05-28 16:17:49","22.51","41","1019","3.3","162","1","0","-22.8215","-47.0694"
"99","2026-05-28 16:27:49","22.2","45","1019","3.3","162","1","0","-22.8215","-47.0694"
"100","2026-05-28 16:37:49","22.2","45","1019","3.3","162","1","0","-22.8215","-47.0694"
"101","2026-05-28 16:47:49","21.96","45","1018","2.94","162","2","0","-22.8215","-47.0694"
"102","2026-05-28 16:57:49","21.96","45","1018","2.94","162","2","0","-22.8215","-47.0694"
"103","2026-05-28 17:07:49","21.96","45","1018","2.94","162","2","0","-22.8215","-47.0694"
"104","2026-05-28 17:17:49","21.96","45","1018","2.94","162","2","0","-22.8215","-47.0694"
"105","2026-05-28 17:27:49","20.29","47","1019","2.94","162","2","0","-22.8215","-47.0694"
"106","2026-05-28 17:37:49","20.29","47","1019","2.88","147","3","0","-22.8215","-47.0694"
"107","2026-05-28 17:47:49","20.29","47","1019","2.88","147","3","0","-22.8215","-47.0694"
"108","2026-05-28 17:57:49","20.29","47","1019","2.88","147","3","0","-22.8215","-47.0694"
"109","2026-05-28 18:07:49","20.29","47","1019","2.88","147","3","0","-22.8215","-47.0694"
"110","2026-05-28 18:17:49","20.29","47","1020","2.88","147","3","0","-22.8215","-47.0694"
"111","2026-05-28 18:27:49","18.62","53","1020","2.88","147","3","0","-22.8215","-47.0694"
"112","2026-05-28 18:37:49","18.62","53","1020","2.88","147","3","0","-22.8215","-47.0694"
"113","2026-05-28 18:47:49","18.62","53","1020","3.32","135","6","0","-22.8215","-47.0694"
"114","2026-05-28 18:57:49","18.62","53","1020","3.32","135","6","0","-22.8215","-47.0694"
"115","2026-05-28 19:07:49","18.62","53","1020","3.32","135","6","0","-22.8215","-47.0694"
"116","2026-05-28 19:17:49","18.62","53","1020","3.32","135","6","0","-22.8215","-47.0694"
"117","2026-05-28 19:27:49","17.51","57","1020","3.32","135","6","0","-22.8215","-47.0694"
"118","2026-05-28 19:37:49","17.51","57","1020","3.32","135","6","0","-22.8215","-47.0694"
"119","2026-05-28 19:47:49","17.51","57","1021","3.97","136","8","0","-22.8215","-47.0694"
"120","2026-05-28 19:57:49","17.51","57","1021","3.97","136","8","0","-22.8215","-47.0694"
"121","2026-05-28 20:07:49","17.51","57","1021","3.97","136","8","0","-22.8215","-47.0694"
"122","2026-05-28 20:17:49","17.51","57","1021","3.97","136","8","0","-22.8215","-47.0694"
"123","2026-05-28 20:27:49","17.51","57","1021","3.97","136","8","0","-22.8215","-47.0694"
"124","2026-05-28 20:37:49","16.4","71","1021","4.2","135","7","0","-22.8215","-47.0694"
"125","2026-05-28 20:47:49","16.4","71","1021","4.2","135","7","0","-22.8215","-47.0694"
"126","2026-05-28 20:57:49","16.4","71","1021","3.95","135","19","0","-22.8215","-47.0694"
"127","2026-05-28 21:07:49","16.4","71","1021","3.95","135","19","0","-22.8215","-47.0694"
"128","2026-05-28 21:17:49","16.4","71","1022","3.95","135","19","0","-22.8215","-47.0694"
"129","2026-05-28 21:27:49","16.4","71","1022","3.95","135","19","0","-22.8215","-47.0694"
"130","2026-05-28 21:37:49","15.29","75","1021","4.18","135","5","0","-22.8215","-47.0694"
"131","2026-05-28 21:47:49","15.29","75","1021","4.18","135","5","0","-22.8215","-47.0694"
"132","2026-05-28 21:57:49","15.29","75","1021","4.18","135","5","0","-22.8215","-47.0694"
"133","2026-05-28 22:07:49","15.29","75","1021","4.18","135","5","0","-22.8215","-47.0694"
"134","2026-05-28 22:17:49","15.29","75","1022","4.18","135","5","0","-22.8215","-47.0694"
"135","2026-05-28 22:27:49","15.29","75","1022","4.18","135","5","0","-22.8215","-47.0694"
"136","2026-05-28 22:37:49","15.29","77","1021","4.08","134","3","0","-22.8215","-47.0694"
"137","2026-05-28 22:47:49","15.29","77","1021","4.08","134","3","0","-22.8215","-47.0694"
"138","2026-05-28 22:57:49","15.29","77","1021","4.08","134","3","0","-22.8215","-47.0694"
"139","2026-05-28 23:07:49","15.29","77","1021","4.08","134","3","0","-22.8215","-47.0694"
"140","2026-05-28 23:17:49","15.29","77","1022","4.08","134","3","0","-22.8215","-47.0694"
"141","2026-05-28 23:27:49","14.18","80","1022","4.08","134","3","0","-22.8215","-47.0694"
"142","2026-05-28 23:37:49","14.18","80","1022","4.08","134","3","0","-22.8215","-47.0694"
"143","2026-05-28 23:47:49","14.18","80","1021","3.88","134","3","0","-22.8215","-47.0694"
"144","2026-05-28 23:57:49","14.18","80","1021","3.88","134","3","0","-22.8215","-47.0694"
